proposal_id,triad_id,historian_name,historian_position,research_question,abstract,selected_sources,text_source_ids,image_source_ids,n_text_sources,n_image_sources,created_at
11,4,Gabrielle M. Spiegel,2,"How did early 20th-century American newspaper narratives construct the socio-political landscape of Germany during World War I, and what implications did these constructions have for public perception and historiographical discourse?","Analyzing American newspaper narratives from 1914 to 1918, we can uncover how socio-political conditions in Germany were constructed and presented to the American public during World War I. These narratives often emphasized the tumultuous and precarious conditions in Germany, portraying it as a nation on the brink of social upheaval due to internal dissent and economic hardship. This construction served not only to influence contemporary public perception but also to provide a framework within which post-war historiographical discourse could interpret the political dynamics of the period. By reading these texts as both literary and political constructions, we can better understand the ideological investments underlying these historical narratives.","Source 1, Source 3","a4267204-5286-44ce-81a3-755ab27f6bb7,f4ec8f9b-7107-4263-be45-63839cd8d9e5,6c5f15e8-0839-4d4e-b016-372414a4ef7e",,3,0,2026-03-13 09:23:35.550005
12,4,Claude S. Fischer,3,How did the telephone influence social and economic perceptions in American communities during the early 20th century?,"The telephone's introduction and subsequent integration into American society fundamentally altered both social interactions and economic perceptions. Initially met with skepticism, as evidenced by early dismissals of its necessity, the telephone gradually became a symbol of progress and opportunity. This change is highlighted by the rapid expansion of telephone lines and services, which facilitated community connectivity and offered economic prospects, particularly in investment and infrastructure development. The transformation from novelty to necessity underscores the telephone's role in shaping modern American social fabric.","Source 1, Source 2","9f057df4-1a37-4381-9330-b1eb52be0fa8,b61d6063-352e-460a-a3a1-5b4b5b421d03,1fc82526-64da-4839-9258-0989b84da432",,3,0,2026-03-13 09:23:35.554949
13,5,E.F.K. Koerner,1,How does the historiography of Comparative Indo-European Linguistics inform our understanding of the development and transmission of linguistic methods and theories from the 19th century to contemporary scholarship?,"The historiography of Comparative Indo-European Linguistics offers significant insights into the evolution of linguistic methodology and theory. By tracing the intellectual lineage from 19th-century philologists to modern interpretations, we can identify the persistent issues and shifts in linguistic thought. The examination of primary sources, such as comprehensive introductions to the field and modern revitalizations, reveals the continuity and transformation of linguistic paradigms, including reconstruction methods and grammatical analyses. This study contextualizes these developments within the broader narrative of linguistic historiography, emphasizing the role of tradition and innovation in shaping current linguistic knowledge.","Source 1, Source 2","6ec50673-04ef-42b6-bc65-fb5ca96716ca,dee6f6e0-c93a-4e23-a577-5ec87e13c6ec,e703f913-5bce-44fd-8753-c209dcebce44",,3,0,2026-03-13 09:23:50.781887
14,5,David F. Noble,2,How have narratives of American history in the 20th century been shaped by the interplay between technological advancement and socio-political developments?,"The examination of American historical narratives reveals a complex interdependence between technological progress and socio-political change. The 20th century, in particular, offers a rich tapestry of events where technology both influenced and was influenced by political and social dynamics. By analyzing ""Tragedy and Hope"" and ""The Oxford History Of The American People,"" we can unearth how historians have construed the impact of technology on pivotal moments in American history, such as the World Wars and the Cold War, highlighting the profound effects of technological advancements on national and global shifts in power and ideology.","Source 1, Source 3","921f089c-8edf-40dd-a0cf-c005975f7c08,411eaadb-2b9d-490e-b5e3-156001227989,5231a679-05dd-4a3f-bdbf-7d46c2771439",,3,0,2026-03-13 09:23:50.861716
15,5,Arjun Appadurai,3,How do the transactions and advertisements in early 20th-century American newspapers reflect the social and cultural values attributed to economic exchanges and material possessions?,"The primary sources from early 20th-century American newspapers reveal a dynamic interplay between economic transactions and cultural values. In particular, advertisements for banking services and household goods in the Seward Daily Gateway and The Redwood Gazette illustrate how everyday financial practices and consumer goods were embedded in the social fabric. These advertisements not only served as economic tools but also as cultural artifacts, reflecting societal norms related to financial security and material prosperity. By examining these texts, we can better understand how economic exchanges were culturally mediated and how material possessions contributed to social identities during this period.","Source 1, Source 2","1c85402e-1dda-4dc7-9fe1-0721787b8108,5e5e6a1c-a3c7-4613-9fd1-adcc73f118a1,60fdffca-9e95-42f9-829b-dec8874c8293",,3,0,2026-03-13 09:23:50.866331
16,6,Nancy C. M. Hartsock,1,How did the economic and political activities of women in the late 19th and early 20th centuries contribute to the development of a feminist historical materialism that challenges phallocratic domination?,"This research investigates the role of women’s economic and political activities during the late 19th and early 20th centuries in shaping a feminist historical materialism. By examining the primary sources detailing women’s participation in employment, political activism, and international congresses, we uncover the material conditions and social structures that influenced their contributions. These activities, often occurring within the constraints of a sexual division of labor, highlight the intersection of class and gender struggles, revealing how women’s collective agency challenges patriarchal structures and informs a feminist standpoint theory akin to Marx's proletarian perspective.","Source 1, Source 2","1649d640-1cf1-475a-abd3-f478e0ff2f2c,8dc5eebf-9315-445b-816e-4386eb58315b,a6eaba2e-1f45-4f05-b7d5-35bad1b2cfdc",,3,0,2026-03-13 09:24:06.268115
17,6,E.F.K. Koerner,2,How have reconstructions of Proto-Indo-European (PIE) grammar influenced modern linguistic typologies and the understanding of language change?,"The study of Proto-Indo-European (PIE) grammar provides essential insights into the historical linguistics field, particularly in understanding the mechanisms of language change and the development of linguistic typologies. By examining both the reconstructed grammar of PIE and its application in modern revived Indo-European languages, one can trace how contemporary linguists utilize historical linguistic methods to inform present linguistic structures. This inquiry will focus on the comparative methodologies employed in PIE studies and their implications for broader typological patterns observed in modern Indo-European languages.","Source 1, Source 2","6ec50673-04ef-42b6-bc65-fb5ca96716ca,dee6f6e0-c93a-4e23-a577-5ec87e13c6ec,e703f913-5bce-44fd-8753-c209dcebce44",,3,0,2026-03-13 09:24:06.271646
18,6,David F. Noble,3,"How have narratives of American technological progress been constructed and challenged in historical textbooks, and what do these narratives reveal about the underlying socio-political ideologies of their authors?","The construction of American technological progress in historical textbooks reveals a profound intersection between historical narrative and socio-political ideology. ""Tragedy and Hope"" offers a sweeping view of global history, embedding technological advancements within a broader narrative of power and control, while ""The Oxford History Of The American People"" reflects a mid-20th-century perspective that intertwines technological progress with national identity and destiny. These texts illuminate how technological narratives serve as vessels for ideological expression, often reinforcing prevailing power structures and cultural paradigms. By examining these narratives, we gain insight into the authors' perspectives and the socio-political contexts that shaped their interpretations.","Source 1, Source 3","921f089c-8edf-40dd-a0cf-c005975f7c08,411eaadb-2b9d-490e-b5e3-156001227989,5231a679-05dd-4a3f-bdbf-7d46c2771439",,3,0,2026-03-13 09:24:06.275004
19,7,Arnaldo Momigliano,1,"How does the historiographical tradition of classical antiquity influence the interpretation of historical narratives in modern works, such as those by E. H. Gombrich and the authors of ""Tragedy and Hope""?","The influence of classical historiography on modern historical narratives is evident in the structuring and thematic emphasis found in works like E. H. Gombrich's ""The Story of Art"" and the comprehensive historical narrative of ""Tragedy and Hope."" These texts, while modern in their approach and scope, reflect a lineage rooted in the historiographical traditions of antiquity, where thematic coherence and moral instruction were paramount. By examining these texts through the lens of ancient historiographical practices, we can discern the enduring legacy of classical narrative techniques and their adaptation to address the complexities of modern historical interpretation.","Source 2, Source 3","9b52965a-42eb-42d1-9b9f-f0561b7e7adf,fa0c2ee0-1ea5-4c25-9e14-85f2ed1b19e9,921f089c-8edf-40dd-a0cf-c005975f7c08",,3,0,2026-03-13 09:24:21.708613
20,7,David F. Noble,2,How do narratives of American history from the late 19th to mid-20th century reflect the tensions between technological advancement and human agency?,"The period between 1890 and 1960 in American history is marked by rapid technological advances that transformed both society and the economy. This research examines the ways in which historical narratives from this era, as offered by works such as ""Tragedy and Hope"" and ""The Oxford History Of The American People,"" negotiate the complex interplay between technological progress and human agency. These narratives offer insights into how historians have grappled with the dual forces of determinism and human action, highlighting both the opportunities and challenges posed by technological change to American society. By focusing on these historical interpretations, this study seeks to illuminate the underlying tensions and resolutions that have shaped modern American identity.","Source 1, Source 3","921f089c-8edf-40dd-a0cf-c005975f7c08,411eaadb-2b9d-490e-b5e3-156001227989,5231a679-05dd-4a3f-bdbf-7d46c2771439",,3,0,2026-03-13 09:24:21.714062
21,7,Claude S. Fischer,3,How did the commercialization and expansion of the telephone industry impact community life and social relations in early to mid-20th century America?,"The commercialization and rapid expansion of the telephone industry, as reflected in the primary sources, reveal the transformative effects of telephone technology on American community life and social relations. The 1957 annual report of Northwestern Bell Telephone Company highlights the substantial growth in telephone subscriptions and infrastructure, indicating widespread adoption and integration into daily life. Meanwhile, the 1906 newspaper excerpt underscores early skepticism and eventual financial success of telephone companies, pointing to the industry's pivotal role in reshaping communication patterns. Together, these sources illustrate how the telephone evolved from a novel invention to a fundamental component of societal interaction, facilitating new forms of connectivity and altering traditional social structures.","Source 1, Source 2","9f057df4-1a37-4381-9330-b1eb52be0fa8,b61d6063-352e-460a-a3a1-5b4b5b421d03,1fc82526-64da-4839-9258-0989b84da432",,3,0,2026-03-13 09:24:21.719005
22,8,E.F.K. Koerner,1,"How have the methods of reconstructing Proto-Indo-European influenced modern linguistic historiography, and what implications does this have for understanding the evolution of Indo-European languages?","The study of Proto-Indo-European (PIE) reconstruction provides a lens through which to examine the broader methodologies in linguistic historiography. By analyzing the comprehensive introductions and grammars of PIE, we can trace the historical development of comparative methodologies that underpin Indo-European studies. This exploration not only highlights the interplay between theoretical frameworks and empirical data in linguistic reconstruction but also underscores the significance of historical linguistics in shaping modern understandings of language evolution.","Source 1, Source 2","6ec50673-04ef-42b6-bc65-fb5ca96716ca,dee6f6e0-c93a-4e23-a577-5ec87e13c6ec,e703f913-5bce-44fd-8753-c209dcebce44",,3,0,2026-03-13 09:24:34.634807
23,8,David F. Noble,2,How did the interplay between technological advancement and socio-economic structures shape American society from the late 19th century through the mid-20th century?,"The period from 1890 to 1960 witnessed significant technological advancements that fundamentally altered the socio-economic landscape of American society. This research will explore the ways in which these technological changes influenced class structures, labor dynamics, and economic policies. By examining how these technological shifts were intertwined with the broader socio-political context, the study will illuminate the complexities of technological determinism and its impact on American life. The narrative will draw upon both comprehensive overviews and specific case studies to argue that technology served as both a catalyst and a tool for socio-economic change, reflecting the intricate relationship between innovation and societal evolution.","Source 1, Source 3","921f089c-8edf-40dd-a0cf-c005975f7c08,411eaadb-2b9d-490e-b5e3-156001227989,5231a679-05dd-4a3f-bdbf-7d46c2771439",,3,0,2026-03-13 09:24:34.638870
24,8,Claude S. Fischer,3,"How did the perception and integration of the telephone evolve in American society from the early 20th century to the mid-20th century, and what role did it play in shaping economic and community life?","The evolution of the telephone in American society can be traced from its initial skepticism to its integral role in economic and community life. Initially, as depicted in early 20th-century reports, there was hesitance and disbelief in the necessity of the telephone, which gradually shifted to widespread adoption and economic opportunity, as evidenced by the burgeoning stock value of telephone companies. By the mid-20th century, the telephone had become an indispensable tool, as illustrated by the extensive expansion efforts of companies like Northwestern Bell, reflecting its deep integration into daily life and its role in enhancing community connectivity and economic growth.","Source 1, Source 2","9f057df4-1a37-4381-9330-b1eb52be0fa8,b61d6063-352e-460a-a3a1-5b4b5b421d03,1fc82526-64da-4839-9258-0989b84da432",,3,0,2026-03-13 09:24:34.642628
25,9,F. M. L. Thompson,1,How did social gatherings and public receptions contribute to the shaping of gender roles and societal expectations in early 20th-century America?,"The early 20th century in America was a period marked by evolving social dynamics and shifting gender roles. Public receptions and gatherings, as exemplified by the reception for Carrie Chapman Catt in Montgomery, Alabama, served as arenas for reinforcing or challenging prevailing societal norms. These events provided spaces where women could assert their presence in public life while also engaging with and influencing the social expectations of both genders. By examining the coverage and context of such gatherings, we gain insight into the broader societal changes of the era.","Source 1, Source 3","f77383b2-968b-4fc9-940f-506a32e25610,4510e046-fff1-426d-b8bb-7d7f8e147752,a28f7d57-8d13-4551-8e41-23eb67b9617e",,3,0,2026-03-13 09:24:51.024334
26,9,E.F.K. Koerner,2,How have the methodologies of comparative and historical linguistics evolved in the study of Proto-Indo-European and its modern interpretations?,"The examination of methodologies in comparative and historical linguistics reveals significant shifts in the approach to Proto-Indo-European studies. The transition from traditional comparative methods, as illustrated in Proto-Indo-European reconstructions, to the modern attempts at reviving Indo-European languages demonstrates an ongoing evolution in linguistic historiography. By analyzing the comprehensive introduction to comparative Indo-European linguistics alongside the grammar of a revived Indo-European language, we can trace the development of linguistic theory and methodology, reflecting broader trends in linguistic historiography and its influence on contemporary linguistic thought.","Source 1, Source 2","6ec50673-04ef-42b6-bc65-fb5ca96716ca,dee6f6e0-c93a-4e23-a577-5ec87e13c6ec,e703f913-5bce-44fd-8753-c209dcebce44",,3,0,2026-03-13 09:24:51.030638
27,9,David F. Noble,3,How have narratives of American progress and technological development been constructed and disseminated in historical scholarship from the late 19th century to the mid-20th century?,"The narratives of American progress and technological development have often been shaped by historiographical trends that emphasize themes of innovation and destiny. These narratives are evident in Samuel Eliot Morison's ""The Oxford History Of The American People,"" which blends political, social, and economic history to portray a comprehensive picture of American life. Similarly, ""Tragedy and Hope"" provides a sprawling account of global history that includes the technological advances and socio-economic shifts occurring in America between 1890 and 1960. Both works, in their respective scopes, highlight the interplay between technological progress and the shaping of national identity, reflecting the broader historiographical trends that prioritize technological determinism and progress as central to the American experience.","Source 1, Source 3","921f089c-8edf-40dd-a0cf-c005975f7c08,411eaadb-2b9d-490e-b5e3-156001227989,5231a679-05dd-4a3f-bdbf-7d46c2771439",,3,0,2026-03-13 09:24:51.180435
28,10,John Marincola,1,How do ancient historiographical traditions inform the understanding of governance and law in Kautilya's Arthaśāstra compared to Greco-Roman historiographical practices?,"This investigation seeks to explore the historiographical techniques utilized in Kautilya's Arthaśāstra, comparing them with those found in Greco-Roman texts. By analyzing the self-presentation and claims to authority within these works, we aim to uncover how traditions were manipulated to assert political ideologies and governance strategies. The Arthaśāstra's blending of philosophical argument and historical narrative offers a unique perspective on the intersection of history and statecraft, akin to the rhetorical strategies seen in classical Mediterranean historiography.","Source 2, Source 3","fa0c2ee0-1ea5-4c25-9e14-85f2ed1b19e9,d468ab42-3884-4344-ad4a-4a703636fd6a,f4ec8f9b-7107-4263-be45-63839cd8d9e5",,3,0,2026-03-13 09:25:06.300502
29,10,F. M. L. Thompson,2,How did social gatherings and community events reflect the changing roles and perceptions of women in American society during the 19th and early 20th centuries?,"The primary sources highlight the significance of social gatherings as a mirror of evolving gender roles in American society. The Montgomery Advertiser article from 1901 illustrates the public recognition and honor being accorded to women like Carrie Chapman Catt, who played pivotal roles in societal transformations. Meanwhile, the 1852 Daily National Intelligencer excerpt underscores how leisure activities reveal societal norms and values, offering a comparative backdrop to the later developments in gender dynamics. By examining these sources, this study seeks to elucidate the interactions between social institutions and the broader societal changes affecting women's roles.","Source 1, Source 2","f77383b2-968b-4fc9-940f-506a32e25610,4510e046-fff1-426d-b8bb-7d7f8e147752,a28f7d57-8d13-4551-8e41-23eb67b9617e",,3,0,2026-03-13 09:25:06.305171
30,10,David F. Noble,3,"How have the narratives of American political, social, and economic history been constructed and contested in historical scholarship from the late 19th to mid-20th century?","The construction of American historical narratives has been a contentious process, shaped by the interplay of political, social, and economic factors. ""Tragedy and Hope"" offers a comprehensive view of the global forces influencing the U.S. during the transformative period from 1890 to 1960, while ""The Oxford History Of The American People"" provides a detailed yet narrative-driven recounting of American life, free from extensive academic citation. By juxtaposing these works, we can explore how historical scholarship balances narrative flow with the complexity of academic rigor, and how these narratives reflect broader societal changes, influences, and interpretations over time.","Source 1, Source 3","921f089c-8edf-40dd-a0cf-c005975f7c08,411eaadb-2b9d-490e-b5e3-156001227989,5231a679-05dd-4a3f-bdbf-7d46c2771439",,3,0,2026-03-13 09:25:06.308487
31,11,David F. Noble,1,How do the narratives of American history reflect the interplay between collective national identity and individual experiences from the late 19th century through the 20th century?,"The examination of American historical narratives reveals the dynamic tension between the collective identity of the nation and the diverse individual experiences that compose it. ""Tragedy and Hope"" provides a sweeping overview of world history, highlighting the contextual backdrop against which American identity evolved during the 20th century. In contrast, ""The American Yawp"" offers a collaborative narrative emphasizing the multiplicity of voices and experiences that contribute to a more nuanced understanding of American history up to 1877. By analyzing these sources, we can understand how American identity has been constructed through both homogenizing forces and the celebration of individual diversity, reflecting broader global trends and unique national developments.","Source 1, Source 2","921f089c-8edf-40dd-a0cf-c005975f7c08,411eaadb-2b9d-490e-b5e3-156001227989,5231a679-05dd-4a3f-bdbf-7d46c2771439",,3,0,2026-03-13 09:25:21.229191
32,11,Ranajit Guha,2,How do the historiographical frameworks employed in world history textbooks influence the representation and understanding of colonial dominance and peasant insurgency?,"The textbooks ""Tragedy and Hope"" and ""World History: Patterns of Interaction"" serve as vehicles for understanding how colonial narratives are constructed and disseminated in educational contexts. By examining these sources, this study seeks to uncover the extent to which these texts perpetuate a hegemonic view of history, possibly overshadowing subaltern perspectives such as those of peasant insurgents. Through a critical analysis, we can explore whether these educational resources reflect the complexities of dominance without hegemony and the nuanced agency of peasant resistance in colonial settings.","Source 1, Source 2","921f089c-8edf-40dd-a0cf-c005975f7c08,ba7b39de-f1a8-4b1b-985b-a10d738d0ca5,ae115f05-34ec-4a0c-b2b2-a058c216c1ab",,3,0,2026-03-13 09:25:21.232961
33,11,Claude S. Fischer,3,"How did the socio-economic perception and adoption of the telephone evolve in the United States from the early 20th century to the mid-20th century, as reflected in public and corporate discourse?","The evolution of the telephone from a novel invention to an essential part of American life is marked by shifts in public perception and economic significance. In the early 20th century, as illustrated by discussions in Washington, D.C., the telephone was initially met with skepticism, with its potential broadly underestimated by the public. By the mid-20th century, corporate reports, such as those from Northwestern Bell, highlight the telephone's integration into everyday life and its significant infrastructural investments. These narratives reflect the transformation of the telephone from a speculative investment to a vital communication tool, underscoring its role in shaping modern socio-economic landscapes.","Source 1, Source 2","9f057df4-1a37-4381-9330-b1eb52be0fa8,b61d6063-352e-460a-a3a1-5b4b5b421d03,1fc82526-64da-4839-9258-0989b84da432",,3,0,2026-03-13 09:25:21.237737
34,12,E.F.K. Koerner,1,How have modern reconstructions of Proto-Indo-European languages influenced the understanding and teaching of contemporary Indo-European languages?,"The reconstruction of Proto-Indo-European (PIE) languages has significantly impacted the study and instruction of contemporary Indo-European languages. By analyzing contemporary frameworks, such as those depicted in ""Comparative Indo-European Linguistics: An Introduction"" and ""A Grammar of Modern Indo-European,"" this study examines the methodologies employed in PIE reconstruction and their implications for modern linguistic pedagogy. These texts not only elucidate the complexities of language evolution but also demonstrate the transmission of linguistic features across time, highlighting the dynamic nature of language change and continuity.","Source 1, Source 2","6ec50673-04ef-42b6-bc65-fb5ca96716ca,dee6f6e0-c93a-4e23-a577-5ec87e13c6ec,e703f913-5bce-44fd-8753-c209dcebce44",,3,0,2026-03-13 09:25:36.039901
35,12,André Gunder Frank,2,How did economic narratives in the American press during the early 20th century reflect the shifting dynamics of global economic power and its implications for domestic economic concerns?,"The early 20th-century American press reveals a growing preoccupation with economic issues, reflecting broader global economic shifts. As evidenced by discussions in 1911 and 1948 newspapers, there was a notable concern about rising living costs, indicative of the United States grappling with its position in an evolving world economy. These narratives underscore an implicit recognition of economic interdependence and foreshadow the emerging dominance of Asian markets, reminiscent of historical patterns where Eastern economies were central to global trade. The American media's focus on domestic economic anxieties mirrors the broader historical shifts in global economic power, with implications for understanding the contemporary resurgence of Asia.","Source 1, Source 3","cc7540fe-88ce-4d4d-a240-ba86b9825c5c,71cc9d60-f058-405c-aad0-aeaaadf63b03,3f7a7eff-0559-4115-845c-c65a755d4324",,3,0,2026-03-13 09:25:36.045122
36,12,David F. Noble,3,How did the interplay between technological advancements and educational reforms shape American society and politics from the late 19th to mid-20th century?,"The period from the late 19th to mid-20th century was marked by significant technological advancements that transformed American society. This era witnessed the rise of industrialization and the corresponding educational reforms intended to meet the demands of a rapidly modernizing economy. These developments were not merely technical changes but were deeply entwined with the socio-political fabric of the nation, influencing class structures, labor relations, and educational policies. By examining the narratives provided in ""Tragedy and Hope"" and ""The Oxford History Of The American People,"" we can trace the reciprocal influence between technological progress and educational reforms and their collective impact on American political and social dynamics.","Source 1, Source 3","921f089c-8edf-40dd-a0cf-c005975f7c08,411eaadb-2b9d-490e-b5e3-156001227989,5231a679-05dd-4a3f-bdbf-7d46c2771439",,3,0,2026-03-13 09:25:36.049555
